,Temperature
2016-01-07,18.151491241975496
2016-01-14,25.2013034527256
2016-01-23,23.758434476773132
2016-01-30,25.48244860727071
2016-02-08,23.369907902220596
2016-02-15,30.248188308685506
2016-02-24,27.974719530538437
2016-03-02,25.128153001674722
2016-03-11,32.123645601971795
2016-03-18,34.516814252822144
2016-03-27,38.187513253427426
2016-04-03,37.73760129889344
2016-04-12,36.16604190264391
2016-04-19,-2.425343906108411
2016-04-28,42.846353839922045
2016-05-05,43.44319115472337
2016-05-14,10.74894837871521
2016-05-21,42.0187824059859
2016-05-30,44.44310225396586
2016-06-06,42.94760173536578
2016-06-15,45.571954445228386
2016-07-01,16.07841705452657
2016-08-25,43.43152508311921
2016-09-10,-123.14852013999999
2016-09-19,9.293673373616796
2016-09-26,37.154205699951746
2016-10-05,41.27565116981436
2016-10-12,38.25367599222057
2016-10-21,-4.199714495388024
2016-10-28,35.28372757207948
2016-11-06,36.66996948850355
2016-11-13,31.24521319274788
2016-11-22,31.455618787066495
2016-11-29,30.111043587898287
2016-12-08,30.657164618937994
2016-12-15,29.828444537359843
2016-12-24,25.792682470085428
2016-12-31,26.555205543824755
2017-01-09,27.40585273773861
2017-01-16,26.034204992487947
2017-01-25,22.880036336594888
2017-02-01,22.82318018215004
2017-02-10,28.62106038565172
2017-02-17,27.55396863003715
2017-02-26,24.419703308949153
2017-03-05,29.384100033523964
2017-03-14,32.65932218942445
2017-03-21,31.461971887367266
2017-03-30,31.850438808395857
2017-04-06,37.24843161409212
2017-04-15,41.90719160486819
2017-04-22,40.160735057125905
2017-05-01,42.65804543394357
2017-05-08,41.6853871105793
2017-05-17,43.25567347524324
2017-05-24,43.00288278293354
2017-06-02,45.12631914067214
2017-06-09,47.061359515982204
2017-06-18,43.61416450048648
2017-06-25,33.576432928199054
2017-07-11,-23.694776140233923
2017-08-21,23.002796308154494
2017-09-06,18.00602485459713
2017-09-22,31.287730290026005
2017-09-29,37.18680762001487
2017-10-08,-100.42548193022277
2017-10-15,40.21496328345713
2017-10-24,39.86543424826961
2017-10-31,36.701428472432255
2017-11-09,35.57928476416637
2017-11-16,32.257982164849636
2017-11-25,31.497394022966965
2017-12-02,28.501115552733033
2017-12-11,27.836108856130732
2017-12-18,25.661649697055342
2017-12-27,26.66251652190496
2018-01-03,6.891030600861522
2018-01-12,24.515486560831807
2018-01-19,22.111813178258476
2018-01-28,25.53450899915709
2018-02-04,26.848471152135183
2018-02-13,25.98079224252137
2018-02-20,25.422747487422967
2018-03-01,17.96172703616786
2018-03-08,30.183647638054246
2018-03-17,34.926972210538466
2018-03-24,28.824125423464565
2018-04-02,38.18779502113629
2018-04-09,36.17609796371334
2018-04-18,39.15800437695879
2018-04-25,41.20215231679913
2018-05-04,43.87310077498702
2018-05-11,44.09979622362795
2018-05-20,46.74929225922392
2018-05-27,47.31907860474937
2018-06-05,44.31138473463425
2018-06-12,45.5668788187969
2018-06-21,42.63637216639066
2018-07-07,44.641561278195354
2018-09-09,41.22798229266991
2018-09-16,34.30183818318978
2018-09-25,8.67755654756407
2018-10-02,28.728003923408856
2018-10-11,37.44748780817306
2018-10-18,40.230801928678076
2018-10-27,41.97524421806909
2018-11-03,23.011898547452677
2018-11-12,36.79095000813594
2018-11-19,34.96697624446715
2018-11-28,31.848388377163047
2018-12-05,25.263303137081344
2018-12-14,28.31333133623099
2018-12-21,27.216548625599717
2018-12-30,22.793368650861513
2019-01-06,23.912607740200542
2019-01-15,22.93279416702194
2019-01-22,24.360282052974405
2019-01-31,22.770851984017845
2019-02-07,25.61282519153734
2019-02-16,-6.516678942450774
2019-02-23,27.321083810980344
2019-03-04,25.615177698061657
2019-03-11,28.985408879257356
2019-03-20,34.04189351028967
2019-03-27,31.641629263148914
2019-04-05,36.53493548708504
2019-04-12,37.40656358690681
2019-04-21,41.60559163772745
2019-04-28,43.16178961694765
2019-05-07,42.145959911377666
2019-05-14,45.81551343740068
2019-05-23,43.250575002781304
2019-05-30,43.12927717717046
2019-06-08,47.63118266900113
2019-06-15,40.68133707215375
2019-06-24,50.6443062790197
2019-07-01,46.65132467298553
2019-07-10,41.69494436665058
2019-07-17,-40.843141133223156
2019-08-11,-123.14852013999999
2019-10-05,39.98143369865208
2019-10-14,28.724864498057944
2019-10-21,33.459664962736746
2019-10-30,38.49202037794283
2019-11-06,-104.02208427334944
2019-11-15,30.54274979461198
2019-11-22,36.597612302398815
2019-12-01,30.96270425710733
2019-12-08,29.816588082168614
2019-12-17,20.456266697181604
2019-12-24,25.578077648447845
2020-01-02,16.461283525035295
2020-01-09,23.15608809557373
2020-01-18,14.847011571024899
2020-01-25,21.031270187604918
2020-02-03,15.05955073074268
2020-02-10,25.36050347746383
2020-02-19,24.54834994102118
2020-02-26,25.660559433713352
2020-03-06,11.558457487133326
2020-03-13,31.661066158165628
2020-03-22,32.253439612461975
2020-03-29,3.22505819011141
2020-04-07,40.066931794548864
2020-04-14,36.482459424366894
2020-04-23,42.640702123772755
2020-04-30,45.774121507122196
2020-05-09,42.83011665839215
2020-05-16,-8.212277053353123
2020-05-25,46.394535925347206
2020-06-01,44.347074676479785
2020-06-10,47.17181626553289
2020-06-17,-7.798069002127716
2020-06-26,42.94458669395845
2020-07-03,38.52198485071298
2020-07-12,35.88839980610102
2020-07-28,0.7560781602748091
2020-08-04,-123.14852013999999
2020-09-05,-36.88164579943184
2020-09-14,32.32969395059414
2020-09-21,41.81454143221688
2020-09-30,39.453798279305616
2020-10-07,9.675811944210935
2020-10-16,37.923512775510595
2020-10-23,35.15680327685853
2020-11-01,31.98594178805053
2020-11-17,30.874495098930577
2020-11-24,37.13240424078352
2020-12-03,30.574569238132216
2020-12-10,28.68918534461569
2020-12-19,29.416424628161916
2020-12-26,28.42205496052731
2021-01-04,22.575129406546615
2021-01-11,24.429060027642052
2021-01-20,-43.44869536769772
2021-01-27,16.659873279327897
2021-02-05,26.587950886190143
2021-02-12,21.64402928179356
2021-02-21,21.292462507612345
2021-02-28,29.21057681691795
2021-03-09,29.509969603672506
2021-03-16,35.010728931225415
2021-03-25,36.43106220197551
2021-04-01,34.539274439201655
2021-04-10,34.77922312395101
2021-04-17,38.983149109855205
2021-04-26,39.41230608033794
2021-05-03,39.62005138133309
2021-05-12,42.42132184715932
2021-05-19,43.07235629230599
2021-05-28,45.44482072806164
2021-06-04,4.4638759412699756
2021-06-13,28.598010644764226
2021-06-29,34.0932456752321
2021-07-06,-43.503922473249155
2021-07-15,34.16913066920536
2021-08-16,40.39490369617159
2021-09-24,45.03284460708876
2021-10-03,42.863419190055716
2021-10-10,31.387083234166386
2021-10-19,11.280920736175279
2021-10-26,39.42340798191238
2021-11-04,31.4221556985778
2021-11-11,34.5173733459562
2021-11-20,28.52737325706277
2021-11-27,26.89439421178613
2021-12-06,30.914079019743802
2021-12-13,29.53456081700337
2021-12-22,28.716594869647242
2021-12-29,24.956495544222076
