date,Suspended Matter,Dissolved Organic Matter,Chlorophyl,Turbidity,Salinity,Dissolved Oxygen,pH,Temperature,Year,Month
29-Apr-16,0.556776547,0.5193128,,,,,,,2016,04
30-Apr-16,0.545021752,0.509203232,,,,,,,2016,04
03-May-16,0.53824374,,,,,,,,2016,05
04-May-16,0.582779805,,,,,,,,2016,05
07-May-16,0.547477383,0.591908424,,,,,,,2016,05
08-May-16,0.556988234,,,,,,,,2016,05
12-May-16,0.541444793,0.327873617,,,,,,,2016,05
14-May-16,0.538017522,0.460732158,,,,,,12.87095527,2016,05
15-May-16,0.627179753,0.635205667,,,,,,,2016,05
18-May-16,0.542755276,0.519313777,,,,,,,2016,05
19-May-16,0.616769085,0.60484165,,,,,,,2016,05
22-May-16,0.593666809,0.549176419,,,,,,,2016,05
23-May-16,0.589927513,0.578891845,,,,,,,2016,05
26-May-16,0.550329449,0.511182372,,,,,,,2016,05
27-May-16,0.579007148,0.572715433,,,,,,,2016,05
30-May-16,0.541755304,0.501463541,,,,,,39.0402224,2016,05
31-May-16,0.579944681,0.559851586,,,,,,,2016,05
03-Jun-16,0.558725236,,,,,,,,2016,06
04-Jun-16,0.589232575,,,,,,,,2016,06
07-Jun-16,0.568391366,,,,,,,,2016,06
08-Jun-16,0.557534158,,,,,,,,2016,06
10-Jun-16,0.569292072,,,,,,,,2016,06
11-Jun-16,0.607735309,,,,,,,29.09223819,2016,06
14-Jun-16,0.595148256,0.570882674,,,,,,,2016,06
15-Jun-16,0.600372196,0.58199417,,,,,,36.59884415,2016,06
18-Jun-16,0.0,0.0,,,,,,,2016,06
19-Jun-16,0.631167584,0.592380903,,,,,,,2016,06
22-Jun-16,0.599586217,0.536982475,,,,,,,2016,06
23-Jun-16,0.582172699,0.542153962,,,,,,,2016,06
26-Jun-16,0.538117256,0.481873879,,,,,,,2016,06
27-Jun-16,0.566842561,0.524958363,,,,,,,2016,06
30-Jun-16,0.589774451,0.530409835,,,,,,,2016,06
01-Jul-16,0.516570476,,,,,,,18.61437443,2016,07
04-Jul-16,0.552061516,,,,,,,,2016,07
05-Jul-16,0.631058926,0.490789432,,,,,,,2016,07
07-Jul-16,0.63160237,0.581118039,,,,,,,2016,07
08-Jul-16,0.600542895,0.593105226,,,,,,,2016,07
11-Jul-16,0.624785477,,,,,,,,2016,07
12-Jul-16,0.597559147,,,,,,,,2016,07
15-Jul-16,0.624780977,0.583496337,,,,,,,2016,07
16-Jul-16,0.62639771,0.585716183,,,,,,,2016,07
19-Jul-16,0.63356507,0.598875221,,,,,,,2016,07
20-Jul-16,0.616897811,0.600206764,,,,,,,2016,07
23-Jul-16,0.629857322,0.601869662,,,,,,,2016,07
24-Jul-16,0.620375494,0.588719819,,,,,,,2016,07
27-Jul-16,0.612226762,0.56888733,,,,,,,2016,07
28-Jul-16,0.623944233,0.587645531,,,,,,,2016,07
31-Jul-16,0.6340752,0.587358709,,,,,,,2016,07
03-Aug-16,0.634280613,,,,,,,,2016,08
04-Aug-16,0.571379918,,,,,,,,2016,08
07-Aug-16,0.628078263,0.566988589,,,,,,,2016,08
08-Aug-16,0.632420161,0.595202032,,,,,,,2016,08
11-Aug-16,0.635086391,0.317403191,,,,,,,2016,08
12-Aug-16,0.622337159,,,,,,,24.69164552,2016,08
15-Aug-16,0.632041272,0.591213004,,,,,,,2016,08
16-Aug-16,0.62867666,0.593501182,,,,,,,2016,08
19-Aug-16,0.579707254,0.535732238,,,,,,,2016,08
20-Aug-16,0.628491349,0.584961719,,,,,,,2016,08
23-Aug-16,0.628821847,0.592594344,,,,,,,2016,08
24-Aug-16,0.62594012,0.577322145,,,,,,,2016,08
27-Aug-16,0.614939912,0.5724495,,,,,,,2016,08
28-Aug-16,0.497778831,0.419508831,,,,,,,2016,08
30-Aug-16,0.590691204,0.557813093,,,,,,,2016,08
31-Aug-16,0.584200984,0.538074077,,,,,,,2016,08
02-Sep-16,0.407454013,,,,,,,,2016,09
03-Sep-16,0.610224284,,,,,,,,2016,09
04-Sep-16,0.521254199,,,,,,,,2016,09
07-Sep-16,0.499097476,,,,,,,,2016,09
11-Sep-16,0.556971755,0.371521622,,,,,,,2016,09
12-Sep-16,0.535138332,0.298389394,,,,,,,2016,09
15-Sep-16,0.416458059,0.343472419,,,,,,,2016,09
16-Sep-16,0.53457386,0.482222932,,,,,,,2016,09
19-Sep-16,0.602623716,0.553035191,,,,,,6.515779647,2016,09
20-Sep-16,0.378232428,0.326530415,,,,,,,2016,09
23-Sep-16,0.489968577,0.411024693,,,,,,,2016,09
24-Sep-16,0.494348791,0.424330761,,,,,,,2016,09
26-Sep-16,0.437158623,0.33992778,,,,,,26.26179826,2016,09
27-Sep-16,0.528818386,0.481998899,,,,,,,2016,09
30-Sep-16,0.487871028,0.427661944,,,,,,,2016,09
01-Oct-16,0.619010049,,,,,,,,2016,10
04-Oct-16,0.49823591,,,,,,,,2016,10
05-Oct-16,0.431688503,,,,,,,,2016,10
08-Oct-16,0.60712484,,,,,,,,2016,10
09-Oct-16,0.589849842,,,,,,,-122.0241289,2016,10
12-Oct-16,0.440039963,0.33930815,,,,,,,2016,10
13-Oct-16,0.399486183,0.337247812,,,,,,,2016,10
16-Oct-16,0.413191555,0.319333014,,,,,,,2016,10
17-Oct-16,0.419263385,0.357506325,,,,,,,2016,10
20-Oct-16,0.446609366,0.345378595,,,,,,,2016,10
21-Oct-16,0.415303635,0.342598753,,,,,,6.819621317,2016,10
23-Oct-16,0.432395281,0.328407225,,,,,,,2016,10
24-Oct-16,0.439463612,0.37671966,,,,,,,2016,10
27-Oct-16,0.417937108,0.372397982,,,,,,,2016,10
28-Oct-16,0.434959121,0.372825544,,,,,,28.76289091,2016,10
31-Oct-16,0.445741232,0.353471627,,,,,,,2016,10
01-Nov-16,0.464897989,,,,,,,,2016,11
04-Nov-16,0.441104521,,,,,,,,2016,11
05-Nov-16,0.417344167,,,,,,,,2016,11
08-Nov-16,0.417458447,0.601165892,,,,,,,2016,11
09-Nov-16,0.447675104,0.505490043,,,,,,,2016,11
12-Nov-16,0.442410833,,,,,,,,2016,11
13-Nov-16,0.443108313,0.367314047,,,,,,25.74051062,2016,11
16-Nov-16,0.438496651,0.340900216,,,,,,,2016,11
17-Nov-16,0.436049205,0.342291577,,,,,,,2016,11
19-Nov-16,0.445598759,0.326165519,,,,,,,2016,11
20-Nov-16,0.443906579,0.373614624,,,,,,,2016,11
23-Nov-16,0.409629931,0.318616405,,,,,,,2016,11
24-Nov-16,0.39214081,0.349475329,,,,,,,2016,11
27-Nov-16,0.392947126,0.29894951,,,,,,,2016,11
28-Nov-16,0.40770453,0.331488206,,,,,,,2016,11
01-Dec-16,0.392078291,,,,,,,,2016,12
02-Dec-16,0.445109386,,,,,,,,2016,12
05-Dec-16,0.43745597,0.459794711,,,,,,,2016,12
06-Dec-16,0.411997769,,,,,,,,2016,12
09-Dec-16,0.405791093,0.491634448,,,,,,,2016,12
10-Dec-16,0.420606016,0.34711766,,,,,,25.63813891,2016,12
13-Dec-16,0.407454013,0.32077319,,,,,,,2016,12
14-Dec-16,0.408244046,0.322089875,,,,,,,2016,12
16-Dec-16,0.415824468,0.303667047,,,,,,,2016,12
17-Dec-16,0.419821533,0.354321465,,,,,,,2016,12
20-Dec-16,0.400559444,0.311578461,,,,,,,2016,12
21-Dec-16,0.40568136,0.34619211,,,,,,,2016,12
24-Dec-16,0.383985025,0.300569498,,,,,,21.84950439,2016,12
25-Dec-16,0.392302289,0.332869116,,,,,,,2016,12
28-Dec-16,0.395717979,0.311174918,,,,,,,2016,12
29-Dec-16,0.396119382,0.329534679,,,,,,,2016,12
01-Jan-17,0.387196278,,,,,,,,2017,01
02-Jan-17,0.425319691,0.287981383,,,,,,18.45570978,2017,01
05-Jan-17,0.626747184,0.478633534,,,,,,32.08249406,2017,01
06-Jan-17,0.418556318,,,,,,,,2017,01
09-Jan-17,0.414340012,0.58374761,,,,,,,2017,01
10-Jan-17,0.473073201,,,,,,,,2017,01
12-Jan-17,0.473786367,,,,,,,,2017,01
13-Jan-17,0.406020016,0.360413464,,,,,,,2017,01
16-Jan-17,0.387044203,0.314993567,,,,,,20.82644187,2017,01
17-Jan-17,0.517493186,0.452175999,,,,,,,2017,01
20-Jan-17,0.429370774,0.343095262,,,,,,,2017,01
21-Jan-17,0.440508255,0.409204883,,,,,,,2017,01
24-Jan-17,0.441184271,0.346520223,,,,,,,2017,01
25-Jan-17,0.422798599,0.362350048,,,,,,18.346574,2017,01
28-Jan-17,0.417687793,0.324727039,,,,,,,2017,01
29-Jan-17,0.403120283,0.337533173,,,,,,,2017,01
01-Feb-17,0.384252913,0.421965601,,,,,,,2017,02
02-Feb-17,0.40247095,0.343248153,,,,,,,2017,02
05-Feb-17,0.429434524,,,,,,,,2017,02
06-Feb-17,0.431053391,,,,,,,36.84592637,2017,02
08-Feb-17,0.45173126,0.556468033,,,,,,,2017,02
09-Feb-17,0.424626703,0.491485691,,,,,,,2017,02
12-Feb-17,0.437311799,0.350952451,,,,,,16.04042713,2017,02
13-Feb-17,0.475056253,0.407299438,,,,,,,2017,02
16-Feb-17,0.464126274,0.370995681,,,,,,,2017,02
17-Feb-17,0.395522159,0.351303395,,,,,,22.14833749,2017,02
20-Feb-17,0.396714788,0.323607652,,,,,,,2017,02
21-Feb-17,0.397669074,0.346357903,,,,,,,2017,02
24-Feb-17,0.414047698,0.329135426,,,,,,,2017,02
25-Feb-17,0.429984987,0.369748515,,,,,,,2017,02
28-Feb-17,0.406935978,0.317291879,,,,,,,2017,02
01-Mar-17,0.448721016,,,,,,,,2017,03
04-Mar-17,0.448913229,0.520213625,,,,,,,2017,03
05-Mar-17,0.453567952,,,,,,,,2017,03
07-Mar-17,0.462823742,,,,,,,,2017,03
08-Mar-17,0.522912691,,,,,,,,2017,03
11-Mar-17,0.450835336,0.398214708,,,,,,,2017,03
12-Mar-17,0.441801093,0.43906635,,,,,,,2017,03
15-Mar-17,0.442618458,0.364699655,,,,,,,2017,03
16-Mar-17,0.469429123,0.424246692,,,,,,,2017,03
19-Mar-17,0.491160837,0.413034536,,,,,,,2017,03
20-Mar-17,0.464514349,0.416687615,,,,,,,2017,03
23-Mar-17,0.457066883,0.380273397,,,,,,,2017,03
24-Mar-17,0.475987954,0.423033021,,,,,,,2017,03
27-Mar-17,0.48516796,0.401495911,,,,,,,2017,03
28-Mar-17,0.479178021,0.427435856,,,,,,,2017,03
31-Mar-17,0.461899486,0.377455553,,,,,,,2017,03
03-Apr-17,0.549007391,0.354464399,,,,,,,2017,04
04-Apr-17,0.449388021,0.384227865,,,,,,,2017,04
07-Apr-17,0.532879368,,,,,,,,2017,04
08-Apr-17,0.521703775,,,,,,,,2017,04
11-Apr-17,0.529918798,,,,,,,,2017,04
12-Apr-17,0.492682818,,,,,,,,2017,04
16-Apr-17,0.510744633,0.433414152,,,,,,,2017,04
19-Apr-17,0.513685445,0.461864798,,,,,,,2017,04
20-Apr-17,0.502201226,0.421953414,,,,,,,2017,04
23-Apr-17,0.509076288,0.462164495,,,,,,,2017,04
24-Apr-17,0.489486636,0.399363042,,,,,,,2017,04
27-Apr-17,0.512620065,0.459977238,,,,,,,2017,04
28-Apr-17,0.50086939,0.407477947,,,,,,,2017,04
30-Apr-17,0.650124544,0.682461361,,,,,,,2017,04
04-May-17,0.617394428,,,,,,,,2017,05
05-May-17,0.51338248,0.46339165,,,,,,,2017,05
08-May-17,0.568648009,,,,,,,,2017,05
09-May-17,0.49690176,0.394767363,,,,,,,2017,05
12-May-17,0.539361939,,,,,,,,2017,05
13-May-17,0.516658075,0.444820977,,,,,,,2017,05
17-May-17,0.520363338,0.447482931,,,,,,33.2075644,2017,05
20-May-17,0.550630959,0.516088659,,,,,,,2017,05
21-May-17,0.521216438,0.445240396,,,,,,,2017,05
24-May-17,0.522666684,0.488323565,,,,,,35.3942957,2017,05
25-May-17,0.527224699,,,,,,,,2017,05
27-May-17,0.608580947,0.61245352,,,,,,,2017,05
28-May-17,0.520132505,0.480148494,,,,,,,2017,05
31-May-17,0.611440893,0.587346144,,,,,,,2017,05
01-Jun-17,0.514743759,0.353053141,,,,,,,2017,06
04-Jun-17,0.577563928,,,,,,,28.05449943,2017,06
05-Jun-17,0.625233069,,,,,,,,2017,06
08-Jun-17,0.610245211,0.572746972,,,,,,,2017,06
09-Jun-17,0.489376293,0.468783419,,,,,,20.72479899,2017,06
12-Jun-17,0.520019637,0.403233641,,,,,,,2017,06
13-Jun-17,0.514937681,0.451019462,,,,,,,2017,06
16-Jun-17,0.573630433,0.532279703,,,,,,,2017,06
17-Jun-17,0.497814661,0.423592356,,,,,,,2017,06
20-Jun-17,0.583742556,0.544290896,,,,,,,2017,06
21-Jun-17,0.644181618,0.607672516,,,,,,,2017,06
23-Jun-17,0.569886534,0.558804607,,,,,,,2017,06
24-Jun-17,0.605981046,,,,,,,,2017,06
27-Jun-17,0.626771916,0.587113159,,,,,,,2017,06
28-Jun-17,0.622557436,0.582446834,,,,,,,2017,06
01-Jul-17,0.607727501,,,,,,,,2017,07
02-Jul-17,0.62750895,,,,,,,,2017,07
05-Jul-17,0.541063179,,,,,,,,2017,07
06-Jul-17,0.610024059,,,,,,,,2017,07
09-Jul-17,0.621096578,,,,,,,,2017,07
10-Jul-17,0.622638115,0.391276516,,,,,,,2017,07
13-Jul-17,0.626562007,0.588564641,,,,,,,2017,07
14-Jul-17,0.632107214,0.582994041,,,,,,,2017,07
16-Jul-17,0.437692328,,,,,,,,2017,07
17-Jul-17,0.619777853,0.581914494,,,,,,,2017,07
18-Jul-17,0.627364182,0.575647854,,,,,,,2017,07
20-Jul-17,0.581031096,0.546017696,,,,,,,2017,07
21-Jul-17,0.625011105,0.592758401,,,,,,,2017,07
24-Jul-17,0.612566798,0.583078508,,,,,,,2017,07
25-Jul-17,0.615135315,0.575414463,,,,,,,2017,07
28-Jul-17,0.615504095,0.577975775,,,,,,,2017,07
29-Jul-17,0.604769104,0.554648986,,,,,,,2017,07
01-Aug-17,0.629419479,,,,,,,,2017,08
02-Aug-17,0.597157487,0.355885707,,,,,,,2017,08
06-Aug-17,0.604418221,0.565687192,,,,,,,2017,08
10-Aug-17,0.625395468,,,,,,,-91.62709526,2017,08
12-Aug-17,0.552315128,,,,,,,,2017,08
14-Aug-17,0.616952223,0.57968492,,,,,,,2017,08
16-Aug-17,0.580059785,0.573614473,,,,,,,2017,08
17-Aug-17,0.636398167,0.609576911,,,,,,,2017,08
20-Aug-17,0.543564278,0.510050493,,,,,,,2017,08
21-Aug-17,0.610602944,0.584347918,,,,,,25.14686428,2017,08
25-Aug-17,0.627243587,0.587426936,,,,,,,2017,08
28-Aug-17,0.605716102,0.570496825,,,,,,,2017,08
29-Aug-17,0.541217622,0.489294825,,,,,,,2017,08
01-Sep-17,0.620628308,0.313272519,,,,,,22.3185055,2017,09
02-Sep-17,0.537083036,0.36756356,,,,,,,2017,09
05-Sep-17,0.456914314,0.423524386,,,,,,,2017,09
06-Sep-17,0.51456959,0.418111072,,,,,,40.89845781,2017,09
08-Sep-17,0.492024233,,,,,,,,2017,09
10-Sep-17,0.436346103,0.351164707,,,,,,,2017,09
12-Sep-17,0.535224855,,,,,,,,2017,09
13-Sep-17,0.556267576,0.511806355,,,,,,,2017,09
16-Sep-17,0.496225016,0.439081462,,,,,,,2017,09
17-Sep-17,0.482367154,0.427084253,,,,,,,2017,09
20-Sep-17,0.475224438,0.39964013,,,,,,,2017,09
21-Sep-17,0.528136481,0.476830484,,,,,,,2017,09
24-Sep-17,0.627603952,0.586624349,,,,,,,2017,09
25-Sep-17,0.414155067,0.358875958,,,,,,,2017,09
28-Sep-17,0.432368473,0.358483094,,,,,,,2017,09
29-Sep-17,0.425753913,0.38037782,,,,,,10.90954393,2017,09
03-Oct-17,0.433422245,,,,,,,,2017,10
06-Oct-17,0.425438482,,,,,,,,2017,10
07-Oct-17,0.458654514,0.576797333,,,,,,,2017,10
09-Oct-17,0.453307552,0.3861466,,,,,,,2017,10
10-Oct-17,0.517002076,0.455872155,,,,,,,2017,10
13-Oct-17,0.627933177,0.594027033,,,,,,,2017,10
14-Oct-17,0.626159183,0.592881614,,,,,,,2017,10
17-Oct-17,0.628860863,0.59152392,,,,,,,2017,10
18-Oct-17,0.445122994,0.38737131,,,,,,,2017,10
21-Oct-17,0.44273072,0.355990732,,,,,,,2017,10
22-Oct-17,0.440337595,0.375739684,,,,,,,2017,10
25-Oct-17,0.481836647,0.391494434,,,,,,,2017,10
26-Oct-17,0.456236235,0.396729365,,,,,,,2017,10
29-Oct-17,0.451157107,0.361546769,,,,,,,2017,10
30-Oct-17,0.497690053,0.43266745,,,,,,,2017,10
02-Nov-17,0.460594006,,,,,,,,2017,11
03-Nov-17,0.471293807,0.373832225,,,,,,,2017,11
05-Nov-17,0.475686129,,,,,,,,2017,11
06-Nov-17,0.461090039,,,,,,,,2017,11
09-Nov-17,0.429377129,,,,,,,,2017,11
10-Nov-17,0.492742428,,,,,,,,2017,11
13-Nov-17,0.467847932,0.38103474,,,,,,,2017,11
14-Nov-17,0.522893917,0.448406691,,,,,,,2017,11
17-Nov-17,0.497550525,0.405670244,,,,,,,2017,11
18-Nov-17,0.463752861,0.392857261,,,,,,,2017,11
21-Nov-17,0.463007737,0.364120295,,,,,,,2017,11
22-Nov-17,0.541083324,0.464850265,,,,,,,2017,11
25-Nov-17,0.64055341,0.601527524,,,,,,26.99605999,2017,11
26-Nov-17,0.480955031,0.411250696,,,,,,,2017,11
29-Nov-17,0.444392515,0.340672787,,,,,,,2017,11
30-Nov-17,0.472405664,0.395393691,,,,,,,2017,11
02-Dec-17,0.462035498,0.352861327,,,,,,,2017,12
03-Dec-17,0.497812158,0.453748171,,,,,,,2017,12
06-Dec-17,0.48604656,0.483541182,,,,,,,2017,12
07-Dec-17,0.599820524,,,,,,,,2017,12
10-Dec-17,0.589429819,,,,,,,,2017,12
11-Dec-17,0.455113709,,,,,,,,2017,12
14-Dec-17,0.455397699,0.362356384,,,,,,,2017,12
15-Dec-17,0.495463419,0.419483723,,,,,,,2017,12
18-Dec-17,0.480646599,0.378619608,,,,,,19.57346409,2017,12
19-Dec-17,0.502765845,0.448002397,,,,,,,2017,12
22-Dec-17,0.589737468,0.520824949,,,,,,,2017,12
23-Dec-17,0.507649173,0.427111398,,,,,,,2017,12
26-Dec-17,0.459318463,0.358888858,,,,,,,2017,12
27-Dec-17,0.467798553,0.399082357,,,,,,22.87642207,2017,12
29-Dec-17,0.452793593,0.345591465,,,,,,,2017,12
30-Dec-17,0.483330605,0.427808361,,,,,,,2017,12
02-Jan-18,0.464618798,,,,,,,,2018,01
03-Jan-18,0.50375963,0.418465148,,,,,,21.54017772,2018,01
06-Jan-18,0.510987757,,,,,,,,2018,01
07-Jan-18,0.491783019,,,,,,,,2018,01
10-Jan-18,0.470350298,,,,,,,,2018,01
11-Jan-18,0.477880447,,,,,,,,2018,01
14-Jan-18,0.459161963,0.364695016,,,,,,,2018,01
15-Jan-18,0.497940971,0.411357405,,,,,,,2018,01
18-Jan-18,0.463561941,0.361763112,,,,,,,2018,01
19-Jan-18,0.502817956,0.438007137,,,,,,19.89637203,2018,01
22-Jan-18,0.463621472,0.358722517,,,,,,,2018,01
23-Jan-18,0.496099101,0.417309034,,,,,,,2018,01
25-Jan-18,0.499506643,0.381798748,,,,,,,2018,01
26-Jan-18,0.505189385,0.439366154,,,,,,,2018,01
29-Jan-18,0.476608005,0.38935349,,,,,,,2018,01
30-Jan-18,0.50592217,0.438618656,,,,,,,2018,01
02-Feb-18,0.477893306,0.391247245,,,,,,,2018,02
03-Feb-18,0.504023824,0.462245671,,,,,,,2018,02
06-Feb-18,0.496940425,0.557875705,,,,,,,2018,02
07-Feb-18,0.603887342,,,,,,,,2018,02
10-Feb-18,0.628819894,,,,,,,28.50039156,2018,02
11-Feb-18,0.516005366,0.386739976,,,,,,,2018,02
14-Feb-18,0.504494309,0.395666282,,,,,,,2018,02
15-Feb-18,0.506840948,0.431114039,,,,,,,2018,02
18-Feb-18,0.472203947,0.367405588,,,,,,,2018,02
19-Feb-18,0.519084641,0.450112049,,,,,,,2018,02
21-Feb-18,0.513606947,0.410468476,,,,,,,2018,02
22-Feb-18,0.512274987,0.469519933,,,,,,,2018,02
25-Feb-18,0.491568268,0.424415358,,,,,,,2018,02
26-Feb-18,0.536487124,0.472725357,,,,,,,2018,02
01-Mar-18,0.497318817,0.438619548,,,,,,14.99388357,2018,03
02-Mar-18,0.523424623,0.444176663,,,,,,,2018,03
05-Mar-18,0.519533291,0.526152843,,,,,,,2018,03
06-Mar-18,0.576273461,0.572459625,,,,,,,2018,03
09-Mar-18,0.503498388,0.602488951,,,,,,,2018,03
10-Mar-18,0.527857135,0.356042737,,,,,,,2018,03
13-Mar-18,0.52477696,0.426328656,,,,,,,2018,03
14-Mar-18,0.533617668,0.474281117,,,,,,,2018,03
17-Mar-18,0.532172788,0.430011304,,,,,,28.94133847,2018,03
18-Mar-18,0.539420945,0.481484902,,,,,,,2018,03
20-Mar-18,0.534133348,0.438507451,,,,,,,2018,03
23-Mar-18,0.511466729,0.456106132,,,,,,,2018,03
25-Mar-18,0.556737118,0.52251414,,,,,,,2018,03
29-Mar-18,0.536255291,0.499230051,,,,,,,2018,03
01-Apr-18,0.535670633,,,,,,,,2018,04
02-Apr-18,0.564759688,,,,,,,23.2707812,2018,04
03-Apr-18,0.550330348,,,,,,,,2018,04
05-Apr-18,0.561582263,,,,,,,41.28895223,2018,04
06-Apr-18,0.606331354,,,,,,,,2018,04
09-Apr-18,0.575674326,,,,,,,,2018,04
10-Apr-18,0.566597592,0.391732002,,,,,,,2018,04
13-Apr-18,0.565977418,0.522992865,,,,,,,2018,04
14-Apr-18,0.556491602,0.471925963,,,,,,,2018,04
16-Apr-18,0.604387281,0.599096648,,,,,,,2018,04
17-Apr-18,0.555825881,0.530406845,,,,,,,2018,04
20-Apr-18,0.594510802,0.592633671,,,,,,,2018,04
21-Apr-18,0.569985516,0.551799727,,,,,,,2018,04
24-Apr-18,0.578402828,0.557435298,,,,,,,2018,04
25-Apr-18,0.568173765,0.53892932,,,,,,38.81220648,2018,04
28-Apr-18,0.591719531,0.578748598,,,,,,,2018,04
29-Apr-18,0.577385939,0.537264552,,,,,,,2018,04
02-May-18,0.593847349,,,,,,,,2018,05
03-May-18,0.576617381,0.432580536,,,,,,,2018,05
06-May-18,0.602455945,,,,,,,44.90044888,2018,05
07-May-18,0.580389766,,,,,,,,2018,05
10-May-18,0.618041309,,,,,,,,2018,05
11-May-18,0.585808627,,,,,,,,2018,05
13-May-18,0.648094844,0.652344138,,,,,,,2018,05
14-May-18,0.611772876,0.599934583,,,,,,,2018,05
16-May-18,0.61647573,0.61117746,,,,,,,2018,05
17-May-18,0.6357088,0.571822123,,,,,,,2018,05
18-May-18,0.611083,0.587934497,,,,,,,2018,05
21-May-18,0.587199627,0.554917251,,,,,,,2018,05
22-May-18,0.628588715,,,,,,,,2018,05
25-May-18,0.61518894,0.584349439,,,,,,,2018,05
26-May-18,0.605744103,0.566915094,,,,,,,2018,05
29-May-18,0.614166321,0.60182048,,,,,,,2018,05
30-May-18,0.616585889,0.570573263,,,,,,,2018,05
02-Jun-18,0.604138503,0.402921581,,,,,,,2018,06
03-Jun-18,0.634978529,0.512735014,,,,,,,2018,06
06-Jun-18,0.616903289,0.58171733,,,,,,,2018,06
07-Jun-18,0.621051357,0.536162376,,,,,,,2018,06
09-Jun-18,0.639693245,0.5813592,,,,,,,2018,06
10-Jun-18,0.593380395,,,,,,,,2018,06
13-Jun-18,0.613359704,0.598966578,,,,,,,2018,06
14-Jun-18,0.60239699,0.596568417,,,,,,,2018,06
17-Jun-18,0.606295406,0.582074227,,,,,,,2018,06
18-Jun-18,0.634031442,0.590045061,,,,,,,2018,06
21-Jun-18,0.631996338,0.583544538,,,,,,43.87079669,2018,06
22-Jun-18,0.596977168,0.54057401,,,,,,,2018,06
25-Jun-18,0.608428041,0.553667518,,,,,,,2018,06
