Date,Suspended Matter,Dissolved Organic Matter,Chlorophyll,Turbidity,Salinity,pH,Temperature,Dissolved Oxygen,Year,Month
02-Jan-18,0.423853799,0.520072019,,,,,,,2018,1
03-Jan-18,0.472504872,0.425592746,,,,,,,2018,1
06-Jan-18,0.550981546,0.479395316,,,,,,,2018,1
07-Jan-18,0.444331415,0.418288863,,,,,,,2018,1
10-Jan-18,0.442787662,0.384030788,,,,,,,2018,1
11-Jan-18,0.403954889,0.389369497,,,,,,,2018,1
14-Jan-18,0.423952799,0.368758965,,,,,,,2018,1
15-Jan-18,0.473838893,0.430493985,,,,,,,2018,1
18-Jan-18,0.432090715,0.367185823,,,,,,,2018,1
19-Jan-18,0.44954976,0.434181326,,,,,,,2018,1
22-Jan-18,0.451090739,0.384163907,,,,,,,2018,1
23-Jan-18,0.466272984,0.433983928,,,,,,,2018,1
25-Jan-18,0.50964318,0.40752554,,,,,,,2018,1
26-Jan-18,0.431470321,0.415598501,,,,,,,2018,1
29-Jan-18,0.39508918,0.365422422,,,,,,,2018,1
30-Jan-18,0.440926281,0.42882514,,,,,,,2018,1
02-Feb-18,0.413103226,0.374718546,,,,,,,2018,2
03-Feb-18,0.430858938,0.433013293,,,,,,,2018,2
06-Feb-18,0.475694242,0.419426131,,,,,,,2018,2
07-Feb-18,0.570348377,0.530175163,,,,,,,2018,2
10-Feb-18,0.630757614,0.583363901,,,,,,,2018,2
11-Feb-18,0.462737994,0.436746874,,,,,,,2018,2
14-Feb-18,0.481999639,0.402365826,,,,,,,2018,2
15-Feb-18,0.480482187,0.434405257,,,,,,,2018,2
18-Feb-18,0.439820703,0.369987847,,,,,,,2018,2
19-Feb-18,0.502548825,0.468398174,,,,,,,2018,2
21-Feb-18,0.52480874,0.448759964,,,,,,,2018,2
22-Feb-18,0.439165437,0.441027877,,,,,,,2018,2
25-Feb-18,0.431170673,0.40955152,,,,,,,2018,2
26-Feb-18,0.505122925,0.445071883,,,,,,,2018,2
01-Mar-18,0.433278398,0.402600458,,,,,16.16921803,,2018,3
02-Mar-18,0.474087877,0.460035441,,,,,,,2018,3
05-Mar-18,0.500515679,0.442542048,,,,,,,2018,3
06-Mar-18,0.52544579,0.478993317,,,,,,,2018,3
09-Mar-18,0.476236053,0.427998471,,,,,,,2018,3
10-Mar-18,0.508060258,0.455605306,,,,,,,2018,3
13-Mar-18,0.515289775,0.438290323,,,,,,,2018,3
14-Mar-18,0.542414885,0.51137741,,,,,,,2018,3
17-Mar-18,0.548177352,0.451521005,,,,,27.96890745,,2018,3
18-Mar-18,0.53074368,0.505327504,,,,,,,2018,3
20-Mar-18,0.564222072,0.489915229,,,,,,,2018,3
20-Mar-18,0.632321566,0.489915229,,,,,,,2018,3
20-Mar-18,0.564222072,0.597464241,,,,,,,2018,3
20-Mar-18,0.632321566,0.597464241,,,,,,,2018,3
23-Mar-18,0.496247357,0.472088183,,,,,,,2018,3
25-Mar-18,0.538861193,0.457163534,,,,,,,2018,3
25-Mar-18,0.486948869,0.457163534,,,,,,,2018,3
29-Mar-18,0.5077216,0.500783873,,,,,,,2018,3
03-Apr-18,0.543682539,0.497531317,,,,,,,2018,4
05-Apr-18,0.568612989,0.561633419,,,,,,,2018,4
06-Apr-18,0.59340821,0.532841758,,,,,,,2018,4
09-Apr-18,,0.624131682,,,,,,,2018,4
10-Apr-18,0.607258883,0.533856977,,,,,,,2018,4
13-Apr-18,0.589479495,0.571724383,,,,,,,2018,4
14-Apr-18,0.593269,0.51617784,,,,,,,2018,4
16-Apr-18,0.650246117,0.683193285,,,,,,,2018,4
17-Apr-18,0.556516075,0.540350929,,,,,,,2018,4
21-Apr-18,0.564762325,0.550586297,,,,,,,2018,4
24-Apr-18,0.534614778,0.533378332,,,,,,,2018,4
25-Apr-18,0.54318745,0.526418722,,,,,,,2018,4
28-Apr-18,0.57547302,0.569947597,,,,,,,2018,4
29-Apr-18,0.581015566,0.545766823,,,,,,,2018,4
02-May-18,0.581803541,0.577969112,,,,,,,2018,5
03-May-18,0.574129254,0.526549093,,,,,,,2018,5
06-May-18,0.635270968,0.639140186,,,,,,,2018,5
07-May-18,0.58600913,0.529569489,,,,,,,2018,5
10-May-18,,0.603281633,,,,,,,2018,5
11-May-18,0.607700103,0.547560596,,,,,,,2018,5
13-May-18,,0.67255105,,,,,,,2018,5
14-May-18,0.577466185,0.562305118,,,,,,,2018,5
16-May-18,0.607603221,0.602738854,,,,,,,2018,5
18-May-18,0.581894342,0.548753453,,,,,,,2018,5
20-May-18,0.614449154,0.605354181,,,,,38.55343466,,2018,5
21-May-18,,0.603060879,,,,,,,2018,5
22-May-18,0.586188283,0.54918915,,,,,,,2018,5
22-May-18,0.606077034,0.54918915,,,,,,,2018,5
25-May-18,0.585136562,0.551229726,,,,,,,2018,5
25-May-18,0.598689484,0.551229726,,,,,,,2018,5
26-May-18,0.576532773,0.522519994,,,,,,,2018,5
26-May-18,0.572593375,0.522519994,,,,,,,2018,5
29-May-18,0.600522627,0.547172735,,,,,,,2018,5
29-May-18,0.575221904,0.547172735,,,,,,,2018,5
30-May-18,0.620772456,0.572527545,,,,,,,2018,5
01-Jun-18,,0.582251859,,,,,,,2018,6
02-Jun-18,0.565325394,0.532499471,,,,,,,2018,6
02-Jun-18,0.595256613,0.532499471,,,,,,,2018,6
03-Jun-18,0.609567766,0.581993421,,,,,,,2018,6
03-Jun-18,0.630104276,0.581993421,,,,,,,2018,6
06-Jun-18,0.599711622,0.564858919,,,,,,,2018,6
06-Jun-18,0.620379138,0.564858919,,,,,,,2018,6
07-Jun-18,0.625906501,0.562699683,,,,,,,2018,6
07-Jun-18,0.621267431,0.562699683,,,,,,,2018,6
09-Jun-18,0.610456351,0.561785964,,,,,,,2018,6
09-Jun-18,0.617309523,0.561785964,,,,,,,2018,6
10-Jun-18,,0.628498697,,,,,,,2018,6
13-Jun-18,0.606797856,0.594154636,,,,,,,2018,6
14-Jun-18,0.60136049,0.603207836,,,,,,,2018,6
14-Jun-18,0.62507675,0.603207836,,,,,,,2018,6
17-Jun-18,0.574549324,0.578058289,,,,,,,2018,6
19-Jun-18,,0.575226707,,,,,,,2018,6
21-Jun-18,0.599393991,0.582808888,,,,,39.61416884,,2018,6
21-Jun-18,0.602176092,0.582808888,,,,,39.61416884,,2018,6
22-Jun-18,0.584478438,0.525012827,,,,,,,2018,6
25-Jun-18,0.594952388,0.537234667,,,,,,,2018,6
26-Jun-18,0.638227835,0.600686461,,,,,,,2018,6
29-Jun-18,0.63656708,0.61348619,,,,,,,2018,6
29-Jun-18,0.633053488,0.61348619,,,,,,,2018,6
30-Jun-18,,0.590863296,,,,,,,2018,6
03-Jul-18,0.589017518,0.499875256,,,,,,,2018,7
04-Jul-18,0.631045177,0.59036152,,,,,,,2018,7
06-Jul-18,0.557476551,0.526350482,,,,,,,2018,7
07-Jul-18,0.564276014,0.493034166,,,,,41.02684403,,2018,7
10-Jul-18,0.589838358,0.545141075,,,,,,,2018,7
11-Jul-18,0.594984046,0.56612527,,,,,,,2018,7
14-Jul-18,0.588880902,0.614195482,,,,,,,2018,7
15-Jul-18,0.632526315,0.553216127,,,,,,,2018,7
18-Jul-18,0.587418069,0.622548429,,,,,,,2018,7
19-Jul-18,0.626129859,0.589107213,,,,,,,2018,7
22-Jul-18,0.62936085,0.588656018,,,,,,,2018,7
23-Jul-18,0.629822468,0.589502085,,,,,,,2018,7
26-Jul-18,0.627788676,0.591257769,,,,,,,2018,7
27-Jul-18,0.578490686,0.587673528,,,,,,,2018,7
30-Jul-18,0.612007896,0.584613862,,,,,,,2018,7
31-Jul-18,0.564335959,0.561249484,,,,,,,2018,7
02-Aug-18,0.576055519,0.564263795,,,,,,,2018,8
03-Aug-18,0.574754399,0.582043064,,,,,,,2018,8
06-Aug-18,0.596784054,0.531165635,,,,,,,2018,8
07-Aug-18,0.629370569,0.595401038,,,,,,,2018,8
10-Aug-18,0.620604978,0.583387492,,,,,,,2018,8
11-Aug-18,0.622635223,0.611094204,,,,,,,2018,8
14-Aug-18,0.586664139,0.606571,,,,,,,2018,8
15-Aug-18,0.606041099,0.606603907,,,,,,,2018,8
18-Aug-18,0.623801025,0.62318488,,,,,,,2018,8
19-Aug-18,0.628675927,0.584588818,,,,,,,2018,8
22-Aug-18,,0.583894663,,,,,,,2018,8
23-Aug-18,0.518050095,0.578411283,,,,,,,2018,8
26-Aug-18,0.625772323,0.596041628,,,,,,,2018,8
27-Aug-18,0.615440387,0.562666401,,,,,,,2018,8
29-Aug-18,0.621424001,0.587128645,,,,,,,2018,8
30-Aug-18,0.627763723,0.593661457,,,,,,,2018,8
02-Sep-18,0.627104064,0.588190782,,,,,,,2018,9
03-Sep-18,0.626411387,0.59154311,,,,,,,2018,9
07-Sep-18,0.630207775,0.476485356,,,,,,,2018,9
10-Sep-18,0.629205817,0.583658054,,,,,,,2018,9
10-Sep-18,0.629205817,0.584011346,,,,,,,2018,9
11-Sep-18,0.621044681,0.594758092,,,,,,,2018,9
11-Sep-18,0.621044681,0.59394892,,,,,,,2018,9
14-Sep-18,0.535332182,0.483071314,,,,,,,2018,9
14-Sep-18,0.535332182,0.483520502,,,,,,,2018,9
15-Sep-18,0.479429215,0.454486536,,,,,,,2018,9
15-Sep-18,0.479429215,0.410929292,,,,,,,2018,9
18-Sep-18,0.459848941,0.40951464,,,,,,,2018,9
18-Sep-18,0.459848941,0.401349065,,,,,,,2018,9
19-Sep-18,0.417644314,0.414355069,,,,,,,2018,9
19-Sep-18,0.417644314,0.422938689,,,,,,,2018,9
22-Sep-18,0.444128067,0.377557804,,,,,,,2018,9
22-Sep-18,0.444128067,0.391739851,,,,,,,2018,9
23-Sep-18,0.627383338,0.597370704,,,,,,,2018,9
23-Sep-18,0.627383338,0.602974904,,,,,,,2018,9
25-Sep-18,0.555463226,0.479556197,,,,,18.04670565,,2018,9
25-Sep-18,0.555463226,0.462597486,,,,,18.04670565,,2018,9
26-Sep-18,0.457367505,0.435603737,,,,,,,2018,9
26-Sep-18,0.457367505,0.4328213,,,,,,,2018,9
29-Sep-18,0.424649526,0.423952087,,,,,,,2018,9
29-Sep-18,0.424649526,0.389047146,,,,,,,2018,9
30-Sep-18,0.366796017,0.42068535,,,,,,,2018,9
30-Sep-18,0.366796017,0.421324887,,,,,,,2018,9
03-Oct-18,0.432119307,0.440205329,,,,,,,2018,10
03-Oct-18,0.432119307,0.397316675,,,,,,,2018,10
04-Oct-18,0.384530102,0.444163947,,,,,,,2018,10
04-Oct-18,0.384530102,0.44239608,,,,,,,2018,10
07-Oct-18,0.492091907,0.450714042,,,,,,,2018,10
07-Oct-18,0.492091907,0.427410368,,,,,,,2018,10
08-Oct-18,0.409828452,0.419642182,,,,,,,2018,10
08-Oct-18,0.409828452,0.457666966,,,,,,,2018,10
11-Oct-18,0.487889013,0.431352879,,,,,29.03345356,,2018,10
11-Oct-18,0.487889013,0.470508785,,,,,29.03345356,,2018,10
12-Oct-18,0.439099445,0.437316138,,,,,,,2018,10
12-Oct-18,0.439099445,0.489627567,,,,,,,2018,10
15-Oct-18,0.454547536,0.414209104,,,,,,,2018,10
15-Oct-18,0.454547536,0.392903886,,,,,,,2018,10
16-Oct-18,0.449452205,0.427322405,,,,,,,2018,10
16-Oct-18,0.449452205,0.40607753,,,,,,,2018,10
19-Oct-18,0.463329522,0.415716424,,,,,,,2018,10
19-Oct-18,0.463329522,0.396908776,,,,,,,2018,10
20-Oct-18,0.423657755,0.401545668,,,,,,,2018,10
20-Oct-18,0.423657755,0.432535238,,,,,,,2018,10
22-Oct-18,0.494046746,0.416331335,,,,,,,2018,10
22-Oct-18,0.494046746,0.406789167,,,,,,,2018,10
23-Oct-18,0.465188243,0.432560689,,,,,,,2018,10
23-Oct-18,0.465188243,0.443339865,,,,,,,2018,10
26-Oct-18,0.448553601,0.395655799,,,,,,,2018,10
26-Oct-18,0.448553601,0.461084447,,,,,,,2018,10
27-Oct-18,0.498673245,0.464599212,,,,,34.78221191,,2018,10
27-Oct-18,0.498673245,0.414286835,,,,,34.78221191,,2018,10
30-Oct-18,0.433185424,0.377752763,,,,,,,2018,10
30-Oct-18,0.433185424,0.38131676,,,,,,,2018,10
31-Oct-18,0.424241054,0.392242388,,,,,,,2018,10
31-Oct-18,0.424241054,0.384206558,,,,,,,2018,10
02-Nov-18,0.455416986,0.37053874,,,,,,,2018,11
03-Nov-18,0.445081149,0.370815257,,,,,,,2018,11
04-Nov-18,0.440495743,0.41358324,,,,,,,2018,11
06-Nov-18,0.525113384,0.471877899,,,,,,,2018,11
07-Nov-18,0.454088814,0.394835686,,,,,,,2018,11
08-Nov-18,0.479708401,0.418330414,,,,,,,2018,11
10-Nov-18,0.487708952,0.403633545,,,,,,,2018,11
11-Nov-18,0.412753724,0.395569105,,,,,,,2018,11
12-Nov-18,0.463796399,0.417727771,,,,,29.76400977,,2018,11
14-Nov-18,0.480465602,0.391586618,,,,,,,2018,11
15-Nov-18,0.477648365,0.398256185,,,,,,,2018,11
16-Nov-18,0.445229609,0.414081867,,,,,,,2018,11
17-Nov-18,0.526777043,0.472986374,,,,,,,2018,11
18-Nov-18,0.513591175,0.4113195,,,,,,,2018,11
19-Nov-18,0.42599497,0.430175961,,,,,,,2018,11
21-Nov-18,0.43228765,0.38381213,,,,,,,2018,11
22-Nov-18,0.438039042,0.39264143,,,,,,,2018,11
22-Nov-18,0.438039042,0.41589078,,,,,,,2018,11
23-Nov-18,0.449706959,0.42334608,,,,,,,2018,11
25-Nov-18,0.489147302,0.400701261,,,,,,,2018,11
26-Nov-18,0.443781088,0.391602549,,,,,,,2018,11
27-Nov-18,0.409661914,0.405839452,,,,,,,2018,11
29-Nov-18,0.483418884,0.400509337,,,,,,,2018,11
30-Nov-18,0.455670517,0.396763217,,,,,,,2018,11
01-Dec-18,0.440117599,0.403345871,,,,,,,2018,12
03-Dec-18,0.460241419,0.433427098,,,,,,,2018,12
04-Dec-18,0.455636731,0.374428975,,,,,,,2018,12
05-Dec-18,0.584306292,0.524791536,,,,,,,2018,12
06-Dec-18,0.568901622,0.499835815,,,,,,,2018,12
07-Dec-18,0.476501359,0.447226613,,,,,,,2018,12
08-Dec-18,0.494862823,0.40533174,,,,,,,2018,12
09-Dec-18,0.488472404,0.431206657,,,,,,,2018,12
10-Dec-18,0.537964138,0.455891538,,,,,,,2018,12
11-Dec-18,0.516625701,0.467431526,,,,,,,2018,12
12-Dec-18,0.520797635,0.420921105,,,,,,,2018,12
13-Dec-18,0.441165354,0.399901638,,,,,,,2018,12
14-Dec-18,0.452218477,0.382284341,,,,,23.62781757,,2018,12
15-Dec-18,0.508624398,0.40362345,,,,,,,2018,12
16-Dec-18,0.467469919,0.435439506,,,,,,,2018,12
18-Dec-18,0.470936159,0.382451031,0.151908324,-0.089091574,0.101079036,7.838490439,,3.494842557,2018,12
19-Dec-18,0.39378464,0.344831809,,,,,,,2018,12
20-Dec-18,0.390981057,0.392375445,,,,,,,2018,12
22-Dec-18,0.458577208,0.377463287,,,,,,,2018,12
23-Dec-18,0.374699129,0.353101946,0.352455077,-0.270541087,0.203122505,8.051000638,,0.072627416,2018,12
23-Dec-18,0.374699129,0.362965932,0.352455077,-0.270541087,0.203122505,8.051000638,,0.072627416,2018,12
24-Dec-18,0.376622638,0.384823627,,,,,,,2018,12
26-Dec-18,0.451521601,0.370141026,,,,,,,2018,12
27-Dec-18,0.449358899,0.380887307,,,,,,,2018,12
28-Dec-18,0.416848254,0.40380392,0.456575936,-0.358706726,0.155669094,8.144490208,,-0.020792443,2018,12
30-Dec-18,0.42198905,0.428619814,,,,,19.97764942,,2018,12
02-Jan-19,0.532591939,0.477877823,0.379851665,-0.317333835,0.170394839,8.145824685,,0.830051677,2019,1
03-Jan-19,0.387728216,0.411060875,,,,,,,2019,1
04-Jan-19,0.456079216,0.402019056,,,,,,,2019,1
05-Jan-19,0.514775425,0.487696859,,,,,,,2019,1
06-Jan-19,0.542389932,0.479368955,,,,,,,2019,1
07-Jan-19,0.517988153,0.485647589,0.479075053,-0.342377024,0.15773341,8.117732765,,0.757070292,2019,1
08-Jan-19,0.512964423,0.439030727,,,,,,,2019,1
09-Jan-19,0.449272457,0.40106939,,,,,,,2019,1
10-Jan-19,0.509308749,0.423983207,,,,,,,2019,1
11-Jan-19,0.49166239,0.472886791,,,,,,,2019,1
11-Jan-19,0.49166239,0.395586261,,,,,,,2019,1
12-Jan-19,0.448825019,0.436758397,0.124992734,-0.129954156,0.224500557,7.773572212,,0.464162451,2019,1
14-Jan-19,0.463979604,0.388287586,,,,,,,2019,1
15-Jan-19,0.451822631,0.406495689,,,,,18.48138878,,2019,1
15-Jan-19,0.451822631,0.425513123,,,,,18.48138878,,2019,1
16-Jan-19,0.408167312,0.413527589,,,,,,,2019,1
18-Jan-19,0.451974184,0.37877885,,,,,,,2019,1
19-Jan-19,0.380231132,0.363283753,,,,,,,2019,1
19-Jan-19,0.380231132,0.346133708,,,,,,,2019,1
20-Jan-19,0.383215013,0.404303121,,,,,,,2019,1
22-Jan-19,0.452222198,0.375042079,0.491893168,-0.34330779,0.180763152,8.052627461,,2.952280529,2019,1
23-Jan-19,0.421261742,0.45687862,,,,,,,2019,1
23-Jan-19,0.421261742,0.391426311,,,,,,,2019,1
24-Jan-19,0.417833418,0.410263346,,,,,,,2019,1
26-Jan-19,0.649302828,0.630545885,,,,,,,2019,1
27-Jan-19,0.504634956,0.422706812,0.389446312,-0.240975556,0.155361563,8.074821128,,5.073421526,2019,1
28-Jan-19,0.453396182,0.412821843,,,,,,,2019,1
29-Jan-19,0.526101898,0.446144497,,,,,,,2019,1
30-Jan-19,0.40083961,0.394626652,,,,,,,2019,1
31-Jan-19,0.457995072,0.384588575,,,,,18.81852054,,2019,1
01-Feb-19,0.531083538,0.496768349,0.34619561,-0.266412387,0.164198172,7.923734707,,9.405379111,2019,2
02-Feb-19,0.5419965,0.497832623,,,,,,,2019,2
03-Feb-19,0.525448311,0.478737697,,,,,,,2019,2
04-Feb-19,0.488032926,0.402398784,,,,,,,2019,2
05-Feb-19,0.493385936,0.434575892,,,,,,,2019,2
06-Feb-19,0.500453174,0.413590693,0.359839714,-0.245128913,0.121627497,7.951549319,,8.638259554,2019,2
07-Feb-19,0.528063057,0.471355271,,,,,,,2019,2
08-Feb-19,0.451735692,0.435902354,,,,,,,2019,2
10-Feb-19,0.468472959,0.394213389,,,,,,,2019,2
11-Feb-19,0.392431876,0.379328772,0.182202567,-0.114950831,0.204993305,7.650445333,,4.401338794,2019,2
12-Feb-19,0.42575793,0.427534572,,,,,,,2019,2
14-Feb-19,0.459381995,0.395644079,,,,,,,2019,2
15-Feb-19,0.532050081,0.383146758,,,,,,,2019,2
15-Feb-19,0.418099433,0.383146758,,,,,,,2019,2
16-Feb-19,0.425571756,0.428671642,0.410102903,-0.292683885,0.144514423,7.977333852,-25.48455846,6.878333374,2019,2
18-Feb-19,0.47086435,0.387330183,,,,,,,2019,2
19-Feb-19,0.470210493,0.548384119,,,,,,,2019,2
19-Feb-19,0.470210493,0.398324251,,,,,,,2019,2
20-Feb-19,0.366431651,0.396822221,,,,,,,2019,2
22-Feb-19,0.459153996,0.45062348,,,,,,,2019,2
23-Feb-19,0.409327415,0.391356603,,,,,,,2019,2
24-Feb-19,0.438335475,0.426129443,,,,,,,2019,2
25-Feb-19,0.520607328,0.484425832,,,,,,,2019,2
26-Feb-19,0.399648232,0.415925583,0.357333496,-0.289808529,0.129285219,8.185331169,,7.336201422,2019,2
27-Feb-19,0.606331074,0.548536617,,,,,,,2019,2
28-Feb-19,0.537075018,0.510169212,,,,,,,2019,2
01-Mar-19,0.547826654,0.513141027,,,,,,,2019,3
02-Mar-19,0.526978947,0.514260758,,,,,,,2019,3
03-Mar-19,0.482561295,0.41757516,,,,,,,2019,3
04-Mar-19,0.627839688,0.59008159,,,,,20.868994,,2019,3
05-Mar-19,0.483114907,0.432560556,,,,,,,2019,3
06-Mar-19,0.525571056,0.455729457,,,,,,,2019,3
06-Mar-19,0.525571056,0.48721216,,,,,,,2019,3
07-Mar-19,0.439904697,0.435100611,,,,,,,2019,3
09-Mar-19,0.48949976,0.437161007,,,,,,,2019,3
10-Mar-19,0.43267885,0.438457735,,,,,,,2019,3
10-Mar-19,0.43267885,0.401641808,,,,,,,2019,3
11-Mar-19,0.461611619,0.472410602,,,,,,,2019,3
13-Mar-19,0.505787901,0.452172774,0.392303172,-0.274240287,0.178426787,8.15297202,,3.129391199,2019,3
14-Mar-19,0.445835823,0.493768062,,,,,,,2019,3
14-Mar-19,0.445835823,0.438735178,,,,,,,2019,3
15-Mar-19,0.615166667,0.581723273,,,,,,,2019,3
17-Mar-19,0.580322442,0.51670973,,,,,,,2019,3
18-Mar-19,0.632698187,0.51400674,0.429187338,-0.326837702,0.19652743,8.2577605,,-5.000225318,2019,3
18-Mar-19,0.632698187,0.607582548,0.429187338,-0.326837702,0.19652743,8.2577605,,-5.000225318,2019,3
19-Mar-19,0.45474026,0.441747432,,,,,,,2019,3
21-Mar-19,0.557470203,0.557653437,,,,,,,2019,3
22-Mar-19,0.462551358,0.427114929,,,,,,,2019,3
23-Mar-19,0.497340578,0.485330924,0.451452168,-0.326463871,0.168111908,8.272495287,,1.461646399,2019,3
24-Mar-19,0.583287247,0.577126145,,,,,,,2019,3
25-Mar-19,0.509625445,0.518212777,,,,,,,2019,3
26-Mar-19,0.528214555,0.483884091,,,,,,,2019,3
27-Mar-19,0.555516979,0.55060861,,,,,,,2019,3
28-Mar-19,0.623615451,0.605009538,0.323300724,-0.215485929,0.166807129,8.126761616,,1.643997093,2019,3
29-Mar-19,0.585652942,0.601575954,,,,,,,2019,3
30-Mar-19,0.552521185,0.511484697,,,,,,,2019,3
31-Mar-19,0.545804447,0.541393993,,,,,,,2019,3
01-Apr-19,0.562404189,0.545696664,,,,,,,2019,4
02-Apr-19,0.589529003,0.532563863,0.3302195,-0.231533287,0.169609484,8.089910484,,0.769964844,2019,4
02-Apr-19,0.589529003,0.60519685,0.3302195,-0.231533287,0.169609484,8.089910484,,0.769964844,2019,4
03-Apr-19,0.539282368,0.544503395,,,,,,,2019,4
03-Apr-19,0.539282368,0.566313395,,,,,,,2019,4
05-Apr-19,0.527559217,0.524673814,,,,,28.05691054,,2019,4
07-Apr-19,0.5170421,0.511817619,0.310613983,-0.196620983,0.165439891,8.097821647,,-1.771951863,2019,4
09-Apr-19,0.536718211,0.533538775,,,,,,,2019,4
10-Apr-19,,0.507762178,,,,,,,2019,4
11-Apr-19,0.506789739,0.563744643,,,,,,,2019,4
13-Apr-19,0.52084103,0.513788002,,,,,,,2019,4
14-Apr-19,0.538095677,0.51193773,,,,,,,2019,4
15-Apr-19,0.516984455,0.511705106,,,,,,,2019,4
17-Apr-19,0.62148884,0.587610893,0.309873841,-0.176358414,0.149497628,8.12066066,,-1.879360575,2019,4
19-Apr-19,0.503154847,0.490207122,,,,,,,2019,4
20-Apr-19,0.532459334,0.549609598,,,,,,,2019,4
21-Apr-19,0.682516915,0.699467354,,,,,31.88511292,,2019,4
22-Apr-19,0.538982876,0.493292803,0.077080452,-0.032708509,0.180262095,7.947568521,,-3.120153851,2019,4
24-Apr-19,0.614667448,0.62880075,,,,,,,2019,4
25-Apr-19,0.604731388,0.572390602,,,,,,,2019,4
26-Apr-19,0.611415955,0.571109785,,,,,,,2019,4
27-Apr-19,0.569934279,0.549234688,0.390306229,-0.236056177,0.165214045,8.161852805,,-5.188777218,2019,4
28-Apr-19,0.617645555,0.621018437,,,,,,,2019,4
29-Apr-19,0.612506166,0.571973221,,,,,,,2019,4
01-May-19,,0.56152615,,,,,,,2019,5
02-May-19,0.549586525,0.566993808,0.272794747,-0.161675632,0.214800208,8.119504179,,-1.512016911,2019,5
03-May-19,0.613151955,0.574113532,,,,,,,2019,5
04-May-19,0.646085094,0.68011967,,,,,,,2019,5
06-May-19,0.575695416,0.575609626,,,,,,,2019,5
07-May-19,0.604724725,0.554989926,0.189377328,-0.096343486,0.138032862,8.092476628,34.30165622,1.405364998,2019,5
08-May-19,0.595492312,0.603267681,,,,,,,2019,5
10-May-19,0.583285307,0.565400374,,,,,,,2019,5
11-May-19,0.541492809,0.506943743,,,,,,,2019,5
12-May-19,0.501643153,0.495409628,0.178443754,-0.075321084,0.142369872,8.046581865,,2.233899147,2019,5
13-May-19,0.642820342,0.678098495,,,,,,,2019,5
14-May-19,0.624396318,0.62734756,,,,,,,2019,5
